Execution number, image name, Provider name, Response Time (in seconds), Hausdorff Distance (in pixels), Precision (in per cents), Image Size (in KBs), Image Format
2Âº, BioID_0045.jpg, GooglePlay, 0.05033165, 3.1622777, error - archivo incorrecto para Precision, 14.691406, jpg
2Âº, BioID_0046.jpg, GooglePlay, 0.05033165, 3.0, error - archivo incorrecto para Precision, 16.53711, jpg
2Âº, BioID_0047.jpg, GooglePlay, 0.05033165, 3.0, error - archivo incorrecto para Precision, 17.785156, jpg
2Âº, BioID_0048.jpg, GooglePlay, 0.04194304, 3.1622777, error - archivo incorrecto para Precision, 17.453125, jpg
2Âº, BioID_0049.jpg, GooglePlay, 0.058720257, 3.1622777, error - archivo incorrecto para Precision, 17.314453, jpg
2Âº, BioID_0050.jpg, GooglePlay, 0.058720257, 2.236068, error - archivo incorrecto para Precision, 22.249023, jpg
2Âº, BioID_0051.jpg, GooglePlay, 0.058720257, 2.236068, error - archivo incorrecto para Precision, 22.047852, jpg
2Âº, BioID_0052.jpg, GooglePlay, 0.088080384, 4.0, error - archivo incorrecto para Precision, 22.344727, jpg
2Âº, BioID_0053.jpg, GooglePlay, 0.07130317, 1.0, error - archivo incorrecto para Precision, 23.060547, jpg
2Âº, BioID_0054.jpg, GooglePlay, 0.079691775, 2.0, error - archivo incorrecto para Precision, 23.248047, jpg
2Âº, BioID_0055.jpg, GooglePlay, 0.06291456, 6.0827627, error - archivo incorrecto para Precision, 20.226563, jpg
2Âº, BioID_0056.jpg, GooglePlay, 0.046137344, 5.0990195, error - archivo incorrecto para Precision, 19.010742, jpg
2Âº, BioID_0057.jpg, GooglePlay, 0.05033165, 3.0, error - archivo incorrecto para Precision, 20.30371, jpg
2Âº, BioID_0058.jpg, GooglePlay, 0.037748735, 2.828427, error - archivo incorrecto para Precision, 20.613281, jpg
2Âº, BioID_0059.jpg, GooglePlay, 0.05033165, 3.6055512, error - archivo incorrecto para Precision, 21.139648, jpg
2Âº, BioID_0060.jpg, GooglePlay, 0.046137344, 3.6055512, error - archivo incorrecto para Precision, 21.017578, jpg
2Âº, BioID_0061.jpg, GooglePlay, 0.058720257, 3.6055512, error - archivo incorrecto para Precision, 20.74414, jpg
2Âº, BioID_0062.jpg, GooglePlay, 0.05033165, 2.0, error - archivo incorrecto para Precision, 19.97461, jpg
2Âº, BioID_0063.jpg, GooglePlay, 0.05033165, 2.828427, error - archivo incorrecto para Precision, 20.560547, jpg
2Âº, BioID_0064.jpg, GooglePlay, 0.06291456, 3.6055512, error - archivo incorrecto para Precision, 20.063477, jpg
2Âº, BioID_0065.jpg, GooglePlay, 0.05033165, 2.828427, error - archivo incorrecto para Precision, 20.195313, jpg
2Âº, BioID_0066.jpg, GooglePlay, 0.058720257, 1.0, error - archivo incorrecto para Precision, 20.341797, jpg
2Âº, BioID_0067.jpg, GooglePlay, 0.07130317, 2.828427, error - archivo incorrecto para Precision, 20.948242, jpg
2Âº, BioID_0068.jpg, GooglePlay, 0.058720257, 2.828427, error - archivo incorrecto para Precision, 21.054688, jpg
2Âº, BioID_0069.jpg, GooglePlay, 0.06291456, 8.062258, error - archivo incorrecto para Precision, 21.067383, jpg
2Âº, BioID_0070.jpg, GooglePlay, 0.07130317, 3.6055512, error - archivo incorrecto para Precision, 21.001953, jpg
2Âº, BioID_0071.jpg, GooglePlay, 0.05033165, 2.0, error - archivo incorrecto para Precision, 21.8125, jpg
2Âº, BioID_0072.jpg, GooglePlay, 0.05033165, 4.0, error - archivo incorrecto para Precision, 22.425781, jpg
2Âº, BioID_0073.jpg, GooglePlay, 0.05033165, 1.4142135, error - archivo incorrecto para Precision, 21.523438, jpg
2Âº, BioID_0074.jpg, GooglePlay, 0.05033165, 3.1622777, error - archivo incorrecto para Precision, 21.66504, jpg
2Âº, BioID_0075.jpg, GooglePlay, 0.058720257, 4.0, error - archivo incorrecto para Precision, 21.253906, jpg
2Âº, BioID_0076.jpg, GooglePlay, 0.05033165, 3.6055512, error - archivo incorrecto para Precision, 15.52832, jpg
2Âº, BioID_0077.jpg, GooglePlay, 0.058720257, 2.828427, error - archivo incorrecto para Precision, 15.920898, jpg
2Âº, BioID_0078.jpg, GooglePlay, 0.06291456, 4.472136, error - archivo incorrecto para Precision, 16.164063, jpg
2Âº, BioID_0079.jpg, GooglePlay, 0.058720257, 5.0, error - archivo incorrecto para Precision, 16.044922, jpg
2Âº, BioID_0080.jpg, GooglePlay, 0.07130317, 4.0, error - archivo incorrecto para Precision, 15.923828, jpg
2Âº, BioID_0081.jpg, GooglePlay, 0.05033165, 3.0, error - archivo incorrecto para Precision, 15.902344, jpg
2Âº, BioID_0082.jpg, GooglePlay, 0.05033165, 3.0, error - archivo incorrecto para Precision, 15.719727, jpg
2Âº, BioID_0083.jpg, GooglePlay, 0.05033165, 3.6055512, error - archivo incorrecto para Precision, 16.08789, jpg
2Âº, BioID_0084.jpg, GooglePlay, 0.058720257, 3.1622777, error - archivo incorrecto para Precision, 15.886719, jpg
2Âº, BioID_0085.jpg, GooglePlay, 0.06291456, 5.0990195, error - archivo incorrecto para Precision, 15.874023, jpg
2Âº, BioID_0086.jpg, GooglePlay, 0.058720257, 3.1622777, error - archivo incorrecto para Precision, 15.769531, jpg
2Âº, BioID_0087.jpg, GooglePlay, 0.06291456, 3.0, error - archivo incorrecto para Precision, 15.893555, jpg
2Âº, BioID_0088.jpg, GooglePlay, 0.05033165, 4.1231055, error - archivo incorrecto para Precision, 15.878906, jpg
2Âº, BioID_0089.jpg, GooglePlay, 0.058720257, 3.1622777, error - archivo incorrecto para Precision, 16.176758, jpg
2Âº, BioID_0090.jpg, GooglePlay, 0.05033165, 1.4142135, error - archivo incorrecto para Precision, 18.760742, jpg
2Âº, BioID_0091.jpg, GooglePlay, 0.058720257, 2.0, error - archivo incorrecto para Precision, 18.506836, jpg
2Âº, BioID_0092.jpg, GooglePlay, 0.088080384, 1.4142135, error - archivo incorrecto para Precision, 18.338867, jpg
2Âº, BioID_0093.jpg, GooglePlay, 0.05033165, 1.0, error - archivo incorrecto para Precision, 18.586914, jpg
2Âº, BioID_0094.jpg, GooglePlay, 0.05033165, 1.4142135, error - archivo incorrecto para Precision, 18.576172, jpg
2Âº, BioID_0095.jpg, GooglePlay, 0.058720257, 1.0, error - archivo incorrecto para Precision, 18.927734, jpg
2Âº, BioID_0096.jpg, GooglePlay, 0.088080384, 1.4142135, error - archivo incorrecto para Precision, 18.919922, jpg
2Âº, BioID_0097.jpg, GooglePlay, 0.058720257, 1.0, error - archivo incorrecto para Precision, 19.106445, jpg
